Data written for 2 signals in a group signal
Ref Chan:Resp Chan	 0-Z:0-Z	 0-Z:0-Z
Channel Names	I1	I2
Channel Comments		

   	 X1	 X2
Time	 Real	Real
   	EU	EU

Units:
sec	N	m/s²
8.9843750000000e-002	       0.2493274	       0.1120095
9.0332031250000e-002	       0.2379551	       0.1054682
9.0820312500000e-002	       0.2268076	      0.09186389
9.1308593750000e-002	       0.2146882	       0.1221446
9.1796875000000e-002	       0.2041708	       0.1173084
9.2285156250000e-002	       0.1928697	       0.1146218
9.2773437500000e-002	       0.1839906	       0.1348159
9.3261718750000e-002	       0.1718796	       0.1272381
9.3750000000000e-002	       0.1580224	       0.1377049
9.4238281250000e-002	       0.1446284	       0.1329286
9.4726562500000e-002	       0.1287211	       0.1410042
9.5214843750000e-002	       0.1164695	        0.121807
9.5703125000000e-002	       0.1029967	       0.1248899
9.6191406250000e-002	      0.08665245	       0.1270865
9.6679687500000e-002	      0.07043867	       0.1273651
9.7167968750000e-002	      0.05368458	       0.1402508
9.7656250000000e-002	      0.03606874	       0.1670661
9.8144531250000e-002	       0.0179063	       0.1650628
9.8632812500000e-002	   -0.0007462476	        0.162134
9.9121093750000e-002	     -0.01941823	       0.1612241
9.9609375000000e-002	     -0.03832399	       0.1489066
1.0009765625000e-001	     -0.05710436	       0.1597219
1.0058593750000e-001	     -0.07573464	       0.1533311
1.0107421875000e-001	     -0.09508835	       0.1887537
1.0156250000000e-001	      -0.1129549	       0.1860381
1.0205078125000e-001	      -0.1311152	       0.1838016
1.0253906250000e-001	      -0.1508198	        0.195188
1.0302734375000e-001	      -0.1703989	       0.1824571
1.0351562500000e-001	       -0.187353	       0.2038853
1.0400390625000e-001	      -0.2029574	       0.2019137
1.0449218750000e-001	      -0.2170054	       0.1971052
1.0498046875000e-001	      -0.2325614	       0.2163319
1.0546875000000e-001	      -0.2500229	       0.2094412
1.0595703125000e-001	      -0.2647017	        0.225946
1.0644531250000e-001	      -0.2787786	       0.2296782
1.0693359375000e-001	      -0.2901399	       0.2084407
1.0742187500000e-001	      -0.3002573	       0.2262853
1.0791015625000e-001	      -0.3104566	       0.2279463
1.0839843750000e-001	      -0.3188268	       0.2249747
1.0888671875000e-001	      -0.3247564	       0.2110374
1.0937500000000e-001	      -0.3305528	        0.213276
1.0986328125000e-001	      -0.3331841	       0.2235421
1.1035156250000e-001	      -0.3334725	       0.2302508
1.1083984375000e-001	      -0.3314767	        0.221299
1.1132812500000e-001	      -0.3255628	       0.2275457
1.1181640625000e-001	      -0.3161747	       0.2276904
1.1230468750000e-001	      -0.3036111	       0.2125276
1.1279296875000e-001	      -0.2890673	       0.2219695
1.1328125000000e-001	      -0.2759657	       0.2184264
1.1376953125000e-001	      -0.2639055	       0.2150718
1.1425781250000e-001	       -0.252813	       0.2243667
1.1474609375000e-001	      -0.2421739	        0.216669
1.1523437500000e-001	      -0.2288473	       0.2007432
1.1572265625000e-001	      -0.2162984	       0.2130998
1.1621093750000e-001	      -0.2045561	       0.1909837
1.1669921875000e-001	      -0.1935088	       0.1844832
1.1718750000000e-001	      -0.1840106	       0.2156026
1.1767578125000e-001	      -0.1744046	       0.2046811
1.1816406250000e-001	      -0.1628387	        0.192827
1.1865234375000e-001	        -0.15139	        0.192773
1.1914062500000e-001	      -0.1404219	       0.1785514
1.1962890625000e-001	       -0.127106	       0.1858726
1.2011718750000e-001	       -0.112455	       0.1953846
1.2060546875000e-001	     -0.09716734	       0.1926561
1.2109375000000e-001	      -0.0810514	       0.1800187
1.2158203125000e-001	     -0.06605339	       0.1626377
1.2207031250000e-001	     -0.04891304	       0.1770863
1.2255859375000e-001	     -0.03366067	       0.1715039
1.2304687500000e-001	     -0.01630203	       0.1718635
1.2353515625000e-001	     0.003891225	       0.1813577
1.2402343750000e-001	      0.02314363	       0.1785407
1.2451171875000e-001	      0.04495531	       0.1407411
1.2500000000000e-001	       0.0634118	       0.1303036
1.2548828125000e-001	      0.08061469	       0.1444645
1.2597656250000e-001	      0.09940149	       0.1368797
1.2646484375000e-001	       0.1177446	       0.1313788
1.2695312500000e-001	       0.1369239	       0.1326193
1.2744140625000e-001	       0.1555138	       0.1289877
1.2792968750000e-001	       0.1737266	       0.1192621
1.2841796875000e-001	       0.1918629	       0.1258133
1.2890625000000e-001	        0.210129	       0.1126889
1.2939453125000e-001	       0.2272333	       0.1133868
1.2988281250000e-001	       0.2431441	       0.1238713
1.3037109375000e-001	        0.258101	       0.1329332
1.3085937500000e-001	       0.2721861	       0.1146333
1.3134765625000e-001	       0.2853095	       0.1082531
1.3183593750000e-001	       0.2981105	       0.1021708
1.3232421875000e-001	       0.3100434	      0.08676179
1.3281250000000e-001	       0.3221965	      0.09483878
1.3330078125000e-001	       0.3306491	      0.07966778
1.3378906250000e-001	       0.3372028	       0.0649084
1.3427734375000e-001	       0.3421027	       0.0943698
1.3476562500000e-001	       0.3449811	      0.09241229
1.3525390625000e-001	       0.3495385	      0.09116243
1.3574218750000e-001	       0.3501105	      0.09754833
1.3623046875000e-001	       0.3479037	      0.09055621
1.3671875000000e-001	       0.3420337	      0.09862168
1.3720703125000e-001	        0.333751	      0.09275352
1.3769531250000e-001	       0.3218441	       0.1017708
1.3818359375000e-001	        0.307611	      0.08937543
1.3867187500000e-001	       0.2927401	      0.09281484
1.3916015625000e-001	       0.2775883	       0.1060604
1.3964843750000e-001	       0.2627874	      0.09784574
1.4013671875000e-001	        0.248578	       0.1145285
1.4062500000000e-001	       0.2356355	       0.1091388
1.4111328125000e-001	       0.2227012	       0.1076033
1.4160156250000e-001	        0.209727	       0.1052884
1.4208984375000e-001	       0.1971568	       0.1398649
1.4257812500000e-001	       0.1832427	       0.1190458
1.4306640625000e-001	       0.1713068	       0.1105159
1.4355468750000e-001	        0.160595	       0.1296712
1.4404296875000e-001	       0.1491014	       0.1349487
1.4453125000000e-001	       0.1389103	       0.1337043
1.4501953125000e-001	       0.1243575	       0.1379618
1.4550781250000e-001	        0.108719	       0.1397403
1.4599609375000e-001	      0.09314361	       0.1492322
1.4648437500000e-001	      0.07640932	        0.148645
1.4697265625000e-001	      0.05999691	       0.1588575
1.4746093750000e-001	      0.04193961	        0.157497
1.4794921875000e-001	      0.02388179	       0.1555654
1.4843750000000e-001	     0.006286782	       0.1815464
1.4892578125000e-001	     -0.01277391	       0.1783331
1.4941406250000e-001	     -0.03110163	        0.166973
1.4990234375000e-001	     -0.04904974	       0.1774901
1.5039062500000e-001	     -0.06830861	       0.1757256
1.5087890625000e-001	     -0.08767688	       0.1706043
1.5136718750000e-001	      -0.1062236	       0.1849218
1.5185546875000e-001	      -0.1252024	       0.1936522
1.5234375000000e-001	      -0.1423043	       0.2067947
1.5283203125000e-001	       -0.158609	       0.2125101
1.5332031250000e-001	      -0.1776677	       0.2107523
1.5380859375000e-001	      -0.1957044	       0.2308608
1.5429687500000e-001	      -0.2146368	       0.2175804
1.5478515625000e-001	      -0.2314745	       0.2178584
1.5527343750000e-001	      -0.2444639	       0.2097557
1.5576171875000e-001	      -0.2593743	       0.2260891
1.5625000000000e-001	       -0.273734	       0.2300185
1.5673828125000e-001	      -0.2875385	       0.2248917
1.5722656250000e-001	      -0.2993165	       0.2385683
1.5771484375000e-001	      -0.3099604	        0.221384
1.5820312500000e-001	      -0.3195281	       0.2362278
1.5869140625000e-001	      -0.3275623	       0.2175504
1.5917968750000e-001	      -0.3358869	       0.2339957
1.5966796875000e-001	      -0.3400797	       0.2431667
1.6015625000000e-001	       -0.342473	       0.2565079
1.6064453125000e-001	      -0.3427577	       0.2294492
1.6113281250000e-001	      -0.3398222	        0.228415
1.6162109375000e-001	      -0.3340162	       0.2458032
1.6210937500000e-001	      -0.3225873	       0.2276626
1.6259765625000e-001	      -0.3139706	       0.2271686
1.6308593750000e-001	      -0.2995755	       0.2013994
1.6357421875000e-001	      -0.2823358	       0.2234687
1.6406250000000e-001	      -0.2667645	       0.2297756
1.6455078125000e-001	      -0.2484181	       0.2094626
1.6503906250000e-001	         -0.2363	       0.2125214
1.6552734375000e-001	      -0.2256623	       0.2153141
1.6601562500000e-001	      -0.2137801	       0.2044266
1.6650390625000e-001	      -0.2019371	       0.1842107
1.6699218750000e-001	      -0.1908619	       0.2032755
1.6748046875000e-001	      -0.1803009	       0.1940963
1.6796875000000e-001	      -0.1685776	       0.2014958
1.6845703125000e-001	      -0.1565309	       0.1944825
1.6894531250000e-001	      -0.1448469	       0.2068716
1.6943359375000e-001	      -0.1333084	        0.190264
1.6992187500000e-001	      -0.1187217	       0.1649368
1.7041015625000e-001	      -0.1042672	       0.1691106
1.7089843750000e-001	     -0.08869073	       0.1751144
1.7138671875000e-001	     -0.07252291	       0.1750425
1.7187500000000e-001	     -0.05669796	       0.1583402
1.7236328125000e-001	     -0.03803562	       0.1770214
1.7285156250000e-001	     -0.01983232	       0.1644893
1.7333984375000e-001	    -0.001770001	       0.1617972
1.7382812500000e-001	      0.01639044	       0.1601099
1.7431640625000e-001	      0.03280235	       0.1600337
1.7480468750000e-001	      0.05242882	       0.1348995
1.7529296875000e-001	      0.07400905	       0.1088234
1.7578125000000e-001	      0.09306199	       0.1323257
1.7626953125000e-001	       0.1129096	       0.1197248
1.7675781250000e-001	       0.1309643	       0.1283993
1.7724609375000e-001	       0.1494154	       0.1077974
1.7773437500000e-001	       0.1682786	       0.1149914
1.7822265625000e-001	       0.1862593	       0.1208189
1.7871093750000e-001	       0.2050025	      0.09327262
1.7919921875000e-001	       0.2231554	       0.1054541
1.7968750000000e-001	       0.2394159	       0.1113418
1.8017578125000e-001	       0.2551473	       0.1011921
1.8066406250000e-001	       0.2709352	       0.1113287
1.8115234375000e-001	       0.2843926	      0.09588959
1.8164062500000e-001	       0.2967168	      0.09902587
1.8212890625000e-001	       0.3086158	      0.07784304
1.8261718750000e-001	       0.3163744	      0.08250514
1.8310546875000e-001	       0.3254892	       0.0959302
1.8359375000000e-001	        0.333771	      0.07576606
1.8408203125000e-001	       0.3412867	      0.09121076
1.8457031250000e-001	       0.3480797	      0.09568654
1.8505859375000e-001	       0.3480074	      0.08546974
1.8554687500000e-001	       0.3460161	      0.08595175
1.8603515625000e-001	       0.3409472	       0.0800018
1.8652343750000e-001	       0.3323927	      0.08354252
1.8701171875000e-001	       0.3202976	       0.0860428
1.8750000000000e-001	       0.3056852	      0.08763911
1.8798828125000e-001	         0.29127	      0.08447591
1.8847656250000e-001	        0.277067	      0.07647721
1.8896484375000e-001	       0.2643434	      0.09936469
1.8945312500000e-001	       0.2532578	       0.1006604
1.8994140625000e-001	       0.2418088	      0.07873065
1.9042968750000e-001	       0.2315891	        0.100552
1.9091796875000e-001	       0.2209627	      0.09880906
1.9140625000000e-001	       0.2103086	       0.1010395
1.9189453125000e-001	       0.1999103	      0.09739998
1.9238281250000e-001	       0.1912866	       0.1205635
1.9287109375000e-001	       0.1811802	        0.124729
1.9335937500000e-001	       0.1685051	       0.1264334
1.9384765625000e-001	       0.1554908	        0.136731
1.9433593750000e-001	       0.1399672	       0.1438762
1.9482421875000e-001	       0.1273775	       0.1447684
1.9531250000000e-001	       0.1144092	       0.1358221
1.9580078125000e-001	      0.09863467	        0.132201
1.9628906250000e-001	      0.08380943	       0.1266814
1.9677734375000e-001	      0.06707176	        0.135321
1.9726562500000e-001	      0.04867503	       0.1462125
1.9775390625000e-001	      0.03066859	       0.1347739
1.9824218750000e-001	      0.01297244	       0.1547817
1.9873046875000e-001	    -0.004356148	        0.165359
1.9921875000000e-001	     -0.02312435	       0.1539433
1.9970703125000e-001	      -0.0411958	       0.1428347
2.0019531250000e-001	     -0.05956875	       0.1804384
2.0068359375000e-001	     -0.07834576	       0.1842473
2.0117187500000e-001	      -0.0978187	       0.1725302
2.0166015625000e-001	      -0.1163596	        0.189111
2.0214843750000e-001	      -0.1342232	       0.1891083
2.0263671875000e-001	      -0.1549943	       0.1579081
2.0312500000000e-001	      -0.1732093	       0.1853811
2.0361328125000e-001	      -0.1898626	       0.1935393
2.0410156250000e-001	      -0.2048337	       0.1934607
2.0458984375000e-001	      -0.2206495	       0.2131807
2.0507812500000e-001	      -0.2380879	       0.2118974
2.0556640625000e-001	      -0.2524889	       0.2136756
2.0605468750000e-001	       -0.267173	       0.1976525
2.0654296875000e-001	      -0.2801071	       0.2289261
2.0703125000000e-001	      -0.2917529	       0.2105942
2.0751953125000e-001	      -0.3021535	        0.212094
2.0800781250000e-001	      -0.3116634	       0.2155852
2.0849609375000e-001	      -0.3190297	        0.226194
2.0898437500000e-001	      -0.3246079	       0.2292902
2.0947265625000e-001	      -0.3292028	       0.2103624
2.0996093750000e-001	      -0.3322145	       0.2197636
2.1044921875000e-001	      -0.3316831	       0.2388538
2.1093750000000e-001	      -0.3272886	       0.2392559
2.1142578125000e-001	      -0.3202893	       0.2076482
2.1191406250000e-001	      -0.3107585	       0.2204654
2.1240234375000e-001	      -0.2976158	        0.222973
2.1289062500000e-001	      -0.2829556	       0.2057877
2.1337890625000e-001	      -0.2696093	       0.2080508
2.1386718750000e-001	      -0.2579355	       0.1798583
2.1435546875000e-001	       -0.248776	       0.2009085
2.1484375000000e-001	      -0.2360053	       0.1987384
2.1533203125000e-001	      -0.2238619	        0.173191
2.1582031250000e-001	       -0.214063	       0.1928532
2.1630859375000e-001	      -0.2022903	       0.2029429
2.1679687500000e-001	      -0.1918741	       0.1876769
2.1728515625000e-001	      -0.1824307	       0.1767976
2.1777343750000e-001	      -0.1718102	       0.1896245
2.1826171875000e-001	      -0.1604405	       0.1800497
2.1875000000000e-001	      -0.1485869	       0.1785715
2.1923828125000e-001	      -0.1381016	       0.1851247
2.1972656250000e-001	      -0.1249398	       0.1683887
2.2021484375000e-001	      -0.1097063	       0.1576616
2.2070312500000e-001	      -0.0941775	       0.1785079
2.2119140625000e-001	     -0.07837234	        0.176793
2.2167968750000e-001	     -0.06101299	       0.1645437
2.2216796875000e-001	     -0.04535621	       0.1534326
2.2265625000000e-001	     -0.03024756	       0.1365842
2.2314453125000e-001	     -0.01050627	       0.1596597
2.2363281250000e-001	     0.008770414	       0.1368708
2.2412109375000e-001	      0.03079726	       0.1211076
2.2460937500000e-001	      0.05194524	       0.1099372
2.2509765625000e-001	      0.06853942	       0.1307783
2.2558593750000e-001	      0.08615133	       0.1245103
2.2607421875000e-001	       0.1045954	       0.1265861
2.2656250000000e-001	       0.1242867	       0.1117908
2.2705078125000e-001	       0.1438917	       0.1194614
2.2753906250000e-001	       0.1626464	        0.110889
2.2802734375000e-001	       0.1801285	      0.09450337
2.2851562500000e-001	         0.19747	       0.1107341
2.2900390625000e-001	        0.215147	      0.09174752
2.2949218750000e-001	       0.2322781	      0.08818925
2.2998046875000e-001	       0.2493418	           0.103
2.3046875000000e-001	       0.2647125	       0.1019682
2.3095703125000e-001	       0.2789524	      0.09413623
2.3144531250000e-001	       0.2929742	      0.09663717
2.3193359375000e-001	       0.3047197	      0.09656597
2.3242187500000e-001	       0.3169809	       0.1034899
2.3291015625000e-001	        0.326524	       0.0945158
2.3339843750000e-001	       0.3329625	      0.06793468
2.3388671875000e-001	       0.3389548	       0.0693468
2.3437500000000e-001	       0.3418752	      0.06565428
2.3486328125000e-001	       0.3466996	      0.05063851
2.3535156250000e-001	       0.3486999	      0.06991548
2.3583984375000e-001	       0.3460633	      0.07909135
2.3632812500000e-001	       0.3407442	      0.09600587
2.3681640625000e-001	       0.3318139	      0.07882818
2.3730468750000e-001	       0.3208301	      0.07467343
2.3779296875000e-001	       0.3070797	      0.09128576
2.3828125000000e-001	       0.2923645	      0.09983074
2.3876953125000e-001	       0.2779937	      0.07902075
2.3925781250000e-001	       0.2642956	      0.08687576
2.3974609375000e-001	       0.2521847	      0.09745388
2.4023437500000e-001	       0.2394132	       0.1052047
2.4072265625000e-001	       0.2264955	       0.1037986
2.4121093750000e-001	       0.2153266	        0.110215
2.4169921875000e-001	        0.205041	        0.115109
2.4218750000000e-001	       0.1923152	       0.1169313
2.4267578125000e-001	       0.1797723	       0.1091466
2.4316406250000e-001	       0.1706669	      0.09160681
2.4365234375000e-001	       0.1593971	       0.1147971
2.4414062500000e-001	       0.1488073	       0.1183375
2.4462890625000e-001	       0.1367196	       0.1316882
2.4511718750000e-001	       0.1206696	       0.1383952
2.4560546875000e-001	       0.1050848	       0.1426188
2.4609375000000e-001	      0.08867392	       0.1369412
2.4658203125000e-001	      0.07215047	       0.1227628
2.4707031250000e-001	      0.05565136	        0.125361
2.4755859375000e-001	      0.03801693	       0.1285733
2.4804687500000e-001	      0.01930986	       0.1513998
2.4853515625000e-001	    0.0008245286	       0.1496503
2.4902343750000e-001	     -0.01720547	       0.1529374
2.4951171875000e-001	     -0.03603707	       0.1621219
2.5000000000000e-001	     -0.05444305	       0.1685718
2.5048828125000e-001	     -0.07264812	       0.1477031
2.5097656250000e-001	     -0.09158444	       0.1499172
2.5146484375000e-001	      -0.1103428	       0.1702667
2.5195312500000e-001	      -0.1287686	       0.1628368
2.5244140625000e-001	      -0.1458999	       0.1605538
2.5292968750000e-001	      -0.1643901	       0.1646001
2.5341796875000e-001	      -0.1836324	       0.1681388
2.5390625000000e-001	      -0.2025483	       0.1860418
2.5439453125000e-001	      -0.2208731	       0.1921937
2.5488281250000e-001	      -0.2349177	       0.2176526
2.5537109375000e-001	      -0.2494608	         0.19528
2.5585937500000e-001	      -0.2638588	       0.1893927
2.5634765625000e-001	      -0.2761349	       0.2127083
2.5683593750000e-001	      -0.2885236	       0.1991456
2.5732421875000e-001	      -0.3000765	       0.2014709
2.5781250000000e-001	      -0.3098972	       0.2035325
2.5830078125000e-001	      -0.3189473	       0.2162883
2.5878906250000e-001	      -0.3250541	        0.211901
2.5927734375000e-001	      -0.3292343	       0.2166884
2.5976562500000e-001	       -0.333185	       0.2209856
2.6025390625000e-001	      -0.3343785	        0.229562
2.6074218750000e-001	      -0.3318881	       0.2295909
2.6123046875000e-001	      -0.3275426	       0.2069742
2.6171875000000e-001	      -0.3183793	       0.2278178
2.6220703125000e-001	      -0.3082641	       0.2242289
